,nombre,Ciudad,Departamento,Pais,descripcion,latitud,longitud
608,M&R Ricuras Venezolanas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.128681599999999,-75.379718
609,Majoma Express Parrilla,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Pub y bar, Parrilla, Restaurante</span>",6.149018799999999,-75.3789523
610,Comidas Rápidas Caña Dulce,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.154164000000001,-75.3731619
611,Comidas Rápidas Delicia Oriental,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.157077,-75.37084899999999
612,Comidas Rápidas Punto de Encuentro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.129296000000001,-75.380129
613,Pollo Frito Pinky,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.152286999999999,-75.37380499999999
614,Gratinados y Lasagnas de La Casa,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Comida rápida</span>",6.141178,-75.377309
615,Restaurante Mr Pollo Y Chocolera,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1539532,-75.37274529999999
616,O'NDE PIPE,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1561688,-75.37113219999999
617,Oasis Pizza,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>",6.151307999999999,-75.37353139999999
618,El Cubano Sandwichs,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.147104,-75.3783109
619,Subway Colombia,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1534026,-75.3747401
620,Frutos del Mar al Paladar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante</span>",6.127639599999999,-75.3820229
621,FOGATA Burger & Ribs,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1268705,-75.4218279
622,VIPColombiaPoker,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1387863,-75.3792264
623,Cafeteria Y Restaurante El Divino Niño,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Cafetería, Restaurante</span>",6.1552301,-75.3702534
624,Peccati,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1522694,-75.3710633
625,Pollos Kokoliso,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1487799,-75.3684459
626,La Ruta luch and fast food,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.142179500000001,-75.3730831
627,La estación,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.149036199999999,-75.39085109999999
628,La Cuarta Estación,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1305724,-75.3788685
629,Bamboo restaurante comida mexicana,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Mexicana, Restaurante</span>",6.128015599999999,-75.3815089
630,The hot dog station,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.160811199999999,-75.3741167
631,Santorini Pizzería Bar Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Pizzería, Restaurante</span>",6.153813299999999,-75.4359649
632,Finca La Maria,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.149018799999999,-75.3789523
633,Entre parceros y panas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.157301599999999,-75.37509829999999
634,Restaurante Rosita,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.153287499999999,-75.3724701
635,Mar y y tierra asados,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.155259099999999,-75.3723512
636,COMIDAS RÁPIDAS Y HELADOS TRES CANTOS,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1549321,-75.3829523
637,La Maizalera,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1489249,-75.3865507
638,Nebula burger,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.120983100000001,-75.3780544
639,EL NOGAL CAFÉ,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Café</span>",6.15265,-75.36320549999999
640,El rincón de las delicias venezolanas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.149906199999999,-75.3929204
641,RESTAURANTE 2 ESQUINAS,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1513113,-75.3877223
642,Zutrans,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Sushi, Restaurante</span>",6.105089899999999,-75.4196456
643,Asados Villa,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.144837,-75.375085
644,Bc/Brasas de Colombia,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1476101,-75.38689699999999
645,Popsy,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1490923,-75.377681
646,Consuelo M Ceballos os,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.149018799999999,-75.3789523
647,Piccolo Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1244743,-75.41963419999999
648,Taberna y Restaurante Gabys,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.129026,-75.380068
649,Paerez Montoya Rionegr,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.149018799999999,-75.3789523
650,Alhambre Calambre,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1197486,-75.4329645
651,disfruta z k fruta,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1308507,-75.38034979999999
652,Piza Tio Ricardo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1385291,-75.3850198
653,Hot-Wings,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1599635,-75.3702069
654,La Manteleria,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.118824399999999,-75.4363747
655,Picolino Expres,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.146454599999999,-75.3800574
656,Bar Ricuras Y Café,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Café, Restaurante</span>",6.1530379,-75.37482899999999
657,Shanikar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.1492656,-75.3860388
658,Amparo Rendón,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1552853,-75.3725042
659,Mundos Ribs,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1522694,-75.3710633
660,EL FARO,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1476054,-75.3732807
661,Kirrikiki,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.152615000000001,-75.3737738
662,Mezzaluna Cocina Natural,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1775749,-75.5862422
663,Amordiscos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1724412,-75.5855777
664,Ricuras M&R,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1269013,-75.3820748
665,Bar El Palomar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.606589,-75.94041709999999
666,Que Rico,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.146857799999999,-75.3796381
667,Savanna Gourmet,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.147259999999999,-75.37953999999999
668,Deli Reposteria,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Postres</span>",6.1468493,-75.3785357
669,Taberna Bar Evocación,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.152094,-75.37386099999999
670,Granero Familiar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.153478,-75.37514
671,Licorera Kr55b 22,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.129262,-75.38075300000001
672,Kaeiro lounge,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.131072899999999,-75.38023700000001
673,Bar San Remo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.128584999999999,-75.381186
674,Colom,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.149018799999999,-75.3789523
675,San Joan Despi Barcelona,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.15564,-75.373135
676,Restaurante Buen Apetito,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.141344,-75.376998
677,Detalles Mariangel,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.15458,-75.374965
678,Restaurante Danymar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.152081,-75.37417099999999
679,Supermercado Merkemas Autoservicio,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.153091,-75.37312
680,Restaurante Las Vegas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.154035899999999,-75.374184
681,Bar Nelcon,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.129480999999999,-75.379983
682,Granos Y Legumbres Merkarlos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.151657999999999,-75.3762239
683,Bar El Cantinazo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.129713000000001,-75.380431
684,Restaurante Fríjoles Y Pollo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.155646,-75.37207099999999
685,Bar El Viejo Faro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.152603999999999,-75.373773
686,Agencia de Abarrotes San Francisco,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.154456,-75.3724
687,Bar La Tertulia de La 47,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.151911000000001,-75.376975
688,Bar Dolarex,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.15393,-75.3752389
689,Distribuidora de Carnes,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.152563,-75.37481799999999
690,Licorera Blue,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.155571999999999,-75.373672
691,Comidas Santo Sabor,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.159905999999999,-75.369467
692,Rancho Y Licores El Gran Colonial,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.153255,-75.37263999999999
693,Café Bar Añoranzas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Café, Restaurante</span>",6.154505899999999,-75.37499199999999
694,Bar Barra La Bonga,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.15471,-75.373612
695,Restaurante Guaraní,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.156995999999999,-75.37051199999999
696,Bar Rinconcito Vallenato,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.154707999999999,-75.37359699999999
697,Bar El Viejo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.154623,-75.373621
698,Bar Rocal,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.153706,-75.37533499999999
699,Granero Ebejico Jf,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.15979,-75.3695
700,Licorería Jarabe,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.152216,-75.373598
701,Salento restaurante café,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Coffee houses, Café, Restaurante</span>",6.140982800000001,-75.3772999
702,Restaurante La Estación - mercadito gourmet,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.153594399999999,-75.3741878
703,Racler Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.125269599999999,-75.4232153
704,Mi montañita,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.153605,-75.3717125
705,Temaki,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1289053,-75.38008339999999
