,nombre,Ciudad,Departamento,Pais,descripcion,latitud,longitud
201,Asados El Blason,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Barbacoa</span>",6.148076199999999,-75.3860912
202,Pizzas Del Bosque,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>",6.136609399999999,-75.3916618
203,FIREHOUSE,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1250257,-75.4218841
204,Mar Y Fruta Mariscos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante</span>",6.138580999999999,-75.38501
205,Asados Bar Discoteca El Potrero,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Club, Pub y bar, Comida rápida, Restaurante</span>",6.129564999999999,-75.38076099999999
206,Fonda La Gotera,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Barbacoa</span>",6.129608699999999,-75.3804712
207,Restaurante Picnic Pancho Villa Sancochos Y Asados 4G,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1619996,-75.4154657
208,Restaurante Ahi Picante,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.141159999999999,-75.37719299999999
209,La Bagatelle Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1273585,-75.41519579999999
210,Distribuidora de Lácteos Betania,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.157821999999999,-75.37402999999999
211,Q2 más que queso Rionegro (El Porvenir),Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1491669,-75.3680317
212,Burger King Aeropuerto JMC,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.1703,-75.4279822
213,Restaurante Riky Pollo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.157238,-75.370543
214,Comidas Rápidas Charkumax,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.146878999999999,-75.386292
215,CUATRO GRADOS,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante, Pub y bar</span>",6.1385785,-75.384894
216,Pollo Express,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1455192,-75.3793334
217,The Grill Station Burger,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Restaurante</span>",6.1244412,-75.4209003
218,Q2 más que queso Rionegro (Santa Ana),Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.1491669,-75.3680317
219,Pizzas Piccolo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pizzería</span>",6.1153394,-75.41699179999999
220,Tienda El Parche,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1350161,-75.3348513
221,Restaurante Ay Mara,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.156364,-75.370886
222,Restaurante chaoyang chino,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1575183,-75.37045739999999
223,Salsamentaria Belchite,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.150677,-75.374661
224,Comidas Rápidas Alguitos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.154774,-75.372276
225,Hamburguesas Y Comidas Carro Loco,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.157140999999999,-75.375005
226,Restaurante Casa China,Rionegro,Antioquia,Colombia,"<span class=""grey""> / China, Restaurante</span>",6.156984,-75.37288649999999
227,J&C Delicias,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.144837,-75.375085
228,EL CHATO ORIGINAL,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1598653,-75.3702002
229,Granero Candilejas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.154794,-75.365391
230,San Alitas Ribs & Wings,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.12956,-75.3799938
231,Viena,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Café, Coffee houses, Barbacoa, Restaurante</span>",,
232,Casa China,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, China</span>",6.147376599999999,-75.3873938
233,Pisco y Marisco,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante</span>",6.1247006,-75.42299059999999
234,Gaira Cafe,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Café, Restaurante</span>",6.1704263,-75.428111
235,BELLA PASTA El Italiano,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Italiana</span>",6.125134,-75.4230838
236,kokoriko,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1535724,-75.37373649999999
237,Viena Buffet Restaurant,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Cafetería, Restaurante</span>",6.1714277,-75.4275491
238,Comidas Rápidas Ricuras de La Pola,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida, Restaurante</span>",6.155253,-75.370772
239,Dogger,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1475,-75.3786111
240,Mingo's Catering 3108484850,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1259773,-75.42309709999999
241,So Happy,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1471325,-75.3779047
242,Go and enjoy sushi - Reserva Plaza,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Sushi, Restaurante</span>",6.151134,-75.39285579999999
243,Guys Burger Joint,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.172203300000001,-75.4276127
244,Pizza De Oriente,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>",6.1259314,-75.41905179999999
245,Las delicias de cachetes,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1316605,-75.4010468
246,Makalu Pizza y Cafe,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Café</span>",6.1431393,-75.3726673
247,Palau,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Barbacoa</span>",6.1490942,-75.3681616
248,Lola Vinola - life&food,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar</span>",6.149018799999999,-75.3789523
249,Taco Rico,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Mexicana, Restaurante, Comida rápida</span>",6.127755899999999,-75.4164071
250,Duques pizzeria,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>",6.130351099999999,-75.381354
251,Paradisíaca Patacones Gourmet,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.147503899999999,-75.3874694
252,PERU MIX San Nicolás,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa</span>",6.147104,-75.3783109
253,Rapidos y jugosos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1480982,-75.38641989999999
254,Bariguaná,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Barbacoa, Pub y bar</span>",6.1491318,-75.3679451
255,FUSIÓN Café Restaurante,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Café</span>",6.148309800000001,-75.3868473
256,Circuit Bar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.129032599999999,-75.38100639999999
257,Restaurante Donde Julio Carnes Mar y Vinos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Barbacoa, Pub y bar</span>",6.149018799999999,-75.3789523
258,Chorizos Santarrosanos CHORY,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida, Barbacoa</span>",6.1277363,-75.3821463
259,Viva Mexico,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Mexicana, Restaurante</span>",6.1726186,-75.3408729
260,La Martina Alitas Y Costillas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1289013,-75.3810975
261,Restaurante Amor a la Carta,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1560749,-75.3727751
262,Comidas Chaplin Sa,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.160534999999999,-75.369035
263,Restaurante Orzo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante</span>",6.1244352,-75.423408
264,"RioPizza ""home delivery""",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Comida rápida</span>",6.1298137,-75.3814526
265,Restaurante la comelona,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.153217499999999,-75.3740357
266,El Tablon,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1309265,-75.3795737
267,J&N Burger,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1491615,-75.3681083
268,La badea,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1599195,-75.3723837
269,Gurban,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1281156,-75.3817037
270,Piketeando,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.150400200000001,-75.4204661
271,Don Gatto pizzería arte bar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Pub y bar, Restaurante</span>",6.1514,-75.3734066
272,Bon Appetit Gourmet,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1425021,-75.3789898
273,Chorizos llaneros del Oriente,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",,
274,Mi Llano del Alma,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar</span>",6.131852200000001,-75.4002975
275,Tierra Viva - Natural y Orgánico. Restaurante.,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1219319,-75.38766319999999
276,La fondita aquella,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Barbacoa, Pub y bar</span>",6.1278287,-75.4157505
277,Bistro Paisa,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida</span>",6.1539794,-75.3726221
278,El Merendero,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.131196800000001,-75.3815616
279,Luis Pasta y Pizza Restaurante,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>",6.1255847,-75.41953529999999
280,Cocina De Dalila Parrilla Bar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante, Parrilla</span>",6.1511911,-75.4155549
281,El Cartel De Las Empanadas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1492502,-75.3860341
282,Bella Pasta - Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Italiana</span>",6.125134,-75.4230838
283,Pepitos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1533007,-75.3639448
284,Anitahumados,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1330287,-75.4068472
285,Del Anca Rodizio Parrilla Bar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Parrilla, Pub y bar</span>",6.165026999999999,-75.37382339999999
286,Restaurante La Fortaleza,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Café</span>",6.158538099999999,-75.3706935
287,Mirador Nuquí,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante, Pub y bar</span>",6.1652836,-75.4115332
288,Restaurante y Parrilla Dora,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Parrilla</span>",6.1299157,-75.3811054
289,Charcutería Jn,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.152373,-75.37470499999999
290,Qsollados,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1480008,-75.38612189999999
291,Malibú,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1501352,-75.3954286
292,Latín sushi,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Sushi, Restaurante, China</span>",6.1278701,-75.3814105
293,Kokoriko Aeropuerto Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.17097,-75.4280344
294,Pizza Express el porvenir,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería</span>",6.1487066,-75.3904088
295,Pappas express,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1488895,-75.3880795
296,Zona 46 Fast Food,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.149422299999999,-75.3673938
297,Mister Arepa,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1539532,-75.37274529999999
298,Loro's PIZZA,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Comida rápida</span>",6.1298137,-75.3814526
299,Naturals,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Barbacoa, Comida rápida, Pub y bar</span>",6.1539047,-75.3731552
300,chippers_gourmet,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1387863,-75.3792264
301,Café Guadalupe,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Coffee houses, Vegetarianos, Café, Pub y bar</span>",6.1547241,-75.3731382
302,Salvajadas de mi tierra,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1468444,-75.3864214
303,Licorería La María,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.147538,-75.387858
304,Comidas Rápidas Sabor Caleño,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.149309,-75.38611999999999
305,Asadero Rapi Pollo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.152024,-75.3744
306,Empanadas Rosita,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.155077899999999,-75.373977
307,Restaurante La Fortuna,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.153200000000001,-75.372615
308,Piqueteadero Oriental,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.153801,-75.375434
309,Calanchos Dog Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1556115,-75.3742397
310,"Coma en Joes , Comida Típica Venezolana",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1433677,-75.37305990000002
311,Paninos Sandwich & Cazuela,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.124664399999999,-75.4231096
312,Asados El Chato,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1557474,-75.3654371
313,Comidas Rapidas El Llanito,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1500132,-75.39548289999999
314,Andito’s BBQ,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Barbacoa, Restaurante</span>",6.1383369,-75.38508209999999
315,El Potero Estadero Bar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Barbacoa</span>",6.1295742,-75.38072609999999
316,Arepas Alzarate,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.153071199999999,-75.3742985
317,Licores Oriente,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar, Barbacoa</span>",6.129372399999999,-75.3798537
318,Santorini - Pizzeria Bar Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Italiana</span>",6.153813299999999,-75.4359649
319,Mas pizza Express,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Italiana</span>",6.1298137,-75.3814526
320,The Fries,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Mexicana, Restaurante, Comida rápida</span>",6.1274995,-75.3822598
321,Asados Y Parrilla La Cabana,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Parrilla</span>",6.128424100000001,-75.38135659999999
322,heladeria la mansarda,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Café</span>",6.154349799999999,-75.3724874
323,Mendell,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Vegetarianos, Restaurante</span>",6.149018799999999,-75.3789523
324,Don Gatto,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Comida rápida</span>",6.1514,-75.3734066
325,Presto,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.170560999999999,-75.4271936
326,Bar Centro Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.152682,-75.3737699
327,Licorería Edival,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.150570999999999,-75.393481
328,Granero La Campanita,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1518228,-75.37722550000001
329,Restaurante San Remo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.147693,-75.38678
330,Supermercado Distrijara,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1473621,-75.3869394
331,Lubiexpress,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>",6.160025399999999,-75.3727092
332,Papagayo Restaurante,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.130518599999999,-75.41207779999999
333,Brosty combos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1580154,-75.3726444
334,"PESCAMOR Pescados, mariscos y carnes",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1274383,-75.4162875
335,Arepas De Queso LOS PITUFOS,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.152765,-75.3634402
336,Al Mar y algo mas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.155370599999999,-75.3727797
337,Tu antojo del sabor venezolano,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.149975299999999,-75.3928506
338,Tribal Park Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1270848,-75.422305
339,RAMÉ Resto & Coffee,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Coffee houses, Restaurante, Café</span>",6.1318161,-75.3791553
340,La Paella de Pedro Palmer,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.125303,-75.42340870000001
341,Carpanta Food,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.149018799999999,-75.3789523
342,Comida Rápidas ricuras rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.130406300000001,-75.38132619999999
343,Discoteca Asados Fonda La Gotera,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Club, Restaurante, Comida rápida</span>",6.129735,-75.3805129
344,Don de Queso,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Coffee houses, Restaurante, Café</span>",6.146440999999999,-75.38002929999999
345,Comidas Rápidas La Fogata,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1522985,-75.37332359999999
346,Empanadas Doña Juana,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.154218999999999,-75.37268499999999
347,La Paisita Empanadas Y Arepas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.153071199999999,-75.3742985
348,A la Parrilla,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Restaurante, Parrilla</span>",6.165026999999999,-75.37382339999999
349,Restaurante El Buen Gusto,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1542144,-75.3705052
350,Restaurante Rancho LLanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.133463,-75.42837349999999
351,"La Mega, Comidas & Bebidas.",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.140014,-75.37260820000002
352,Donde Chulo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1574765,-75.3735109
353,Taco mex,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1315898,-75.40087989999999
354,Restaurante el Rancho del Gordo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1532166,-75.3742401
355,"Asados ""A 3 Cu4rtos""",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1482885,-75.3867329
356,Bar La Bomba,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar</span>",6.151343,-75.38499
357,Restaurante El Campesino,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1579119,-75.371203
358,Bar Búfalo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.129188,-75.380044
359,Restaurante La Dama Juana,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1412,-75.377268
360,La Cocina de Dulcinea,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar, Barbacoa</span>",6.149018799999999,-75.3789523
361,Restaurante Sazón Al Toque,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.129834,-75.38139699999999
362,Restaurante Dary,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1524221,-75.3724256
363,Cafetería Restaurante los Tráiler,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.141264199999999,-75.3770093
364,Derek panadería artesanal,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.0932211,-75.3328299
365,Dondechepaparillabar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1387863,-75.3792264
366,Santa Leña - Jardines de Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1242945,-75.42109959999999
367,Alitas Rellenas de San Antonio,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Restaurante</span>",6.129527299999999,-75.37999510000002
368,Pizzas J&G Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>",6.1230025,-75.420874
369,Di llanos Pizzería Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>",6.1304374,-75.38128999999999
370,Donde Rubi Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1587708,-75.3679631
371,restaurante-parrilla Delight steak house,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Parrilla</span>",6.1208342,-75.3776512
372,"Panaderia Y Comidas Rapidas LA ""47""",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.152016,-75.3754518
373,BRASAS DE COLOMBIA,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1476101,-75.38689699999999
374,Restaurante La Macarena,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1493287,-75.3574841
375,El blasón granja,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.107740499999999,-75.4224567
376,Fonda Los Tejados,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.130255,-75.380539
377,Restaurante El Bohío,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.154993,-75.372204
378,Comidas Rápidas Punto Como,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.129847,-75.380837
379,Heladería y frutería [Tommy Frozen Yogurt] Domicilios en Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Cafetería, Postres</span>",6.1526087,-75.3835142
380,"Hamburguesería y Restaurante ""El Paisa""",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1480008,-75.38612189999999
381,Emisora Paz de Selva Verde,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1519506,-75.3584661
382,TUCO GOL,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.15361,-75.36156
383,Picante y Guacamole,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1473793,-75.3874537
384,Q'Delicia,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1487373,-75.3878984
385,Asados San Lorenzo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.160635099999999,-75.37288199999999
386,San Paolo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.131592200000001,-75.4007611
387,Lala Sabores Alternativos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1500759,-75.3855623
388,Bar Bartolomé,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>",6.149348,-75.3860459
389,Bar Las Delicias,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar</span>",6.129025,-75.38101999999999
390,Licorera El Barril,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar</span>",6.129626,-75.380162
391,Restaurante Paladares,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.154415999999999,-75.372945
392,Mercado Continental,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.153825899999999,-75.37490199999999
393,Supermercado El Gran Arriero,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.155683,-75.368245
394,DÓNDE PACHO SUCURSAL RIONEGRO,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1492209,-75.3681021
395,La galgueria,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>",6.1307227,-75.38032489999999
396,Restaurante #3 el Familiar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.1567273,-75.3693842
397,Ginza roll & wok,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Sushi</span>",6.131707899999999,-75.3988172
398,Youssef Tastes,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.128784599999999,-75.38180729999999
399,Comida de Mar y Parrilla,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Parrilla</span>",6.127360599999999,-75.38316739999999
400,KIN SUSHI BAR,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Sushi, Restaurante, Pub y bar</span>",6.1289053,-75.38008339999999
401,The royal burger,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.129006,-75.3813627
402,picnic on the train,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>",6.193838299999999,-75.35808949999999
