nombre,Ciudad,Departamento,Pais,descripcion
Rapidos y jugosos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Bariguaná,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Barbacoa, Pub y bar</span>"
FUSIÓN Café Restaurante,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Café</span>"
Circuit Bar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>"
Restaurante Donde Julio Carnes Mar y Vinos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Barbacoa, Pub y bar</span>"
Chorizos Santarrosanos CHORY,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida, Barbacoa</span>"
Viva Mexico,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Mexicana, Restaurante</span>"
La Martina Alitas Y Costillas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Restaurante Amor a la Carta,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Comidas Chaplin Sa,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Restaurante Orzo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante</span>"
"RioPizza ""home delivery""",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Comida rápida</span>"
Restaurante la comelona,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
El Tablon,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
J&N Burger,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
La badea,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Gurban,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Piketeando,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Don Gatto pizzería arte bar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Pub y bar, Restaurante</span>"
Bon Appetit Gourmet,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Chorizos llaneros del Oriente,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Mi Llano del Alma,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar</span>"
Tierra Viva - Natural y Orgánico. Restaurante.,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
La fondita aquella,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Barbacoa, Pub y bar</span>"
Bistro Paisa,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Comida rápida</span>"
El Merendero,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Luis Pasta y Pizza Restaurante,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>"
Cocina De Dalila Parrilla Bar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante, Parrilla</span>"
El Cartel De Las Empanadas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Bella Pasta - Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Italiana</span>"
Pepitos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Anitahumados,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Del Anca Rodizio Parrilla Bar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Parrilla, Pub y bar</span>"
Restaurante La Fortaleza,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Café</span>"
Mirador Nuquí,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante, Pub y bar</span>"
Restaurante y Parrilla Dora,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Parrilla</span>"
Charcutería Jn,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Qsollados,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Malibú,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Latín sushi,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Sushi, Restaurante, China</span>"
Kokoriko Aeropuerto Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Pizza Express el porvenir,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería</span>"
Pappas express,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Zona 46 Fast Food,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Mister Arepa,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Loro's PIZZA,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Comida rápida</span>"
Naturals,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Barbacoa, Comida rápida, Pub y bar</span>"
chippers_gourmet,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Café Guadalupe,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Coffee houses, Vegetarianos, Café, Pub y bar</span>"
Salvajadas de mi tierra,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Licorería La María,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Comidas Rápidas Sabor Caleño,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Asadero Rapi Pollo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Empanadas Rosita,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Restaurante La Fortuna,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Piqueteadero Oriental,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Calanchos Dog Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
"Coma en Joes , Comida Típica Venezolana",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Paninos Sandwich & Cazuela,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Asados El Chato,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Comidas Rapidas El Llanito,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Andito’s BBQ,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Barbacoa, Restaurante</span>"
El Potero Estadero Bar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Barbacoa</span>"
Arepas Alzarate,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Licores Oriente,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar, Barbacoa</span>"
Santorini - Pizzeria Bar Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Italiana</span>"
Mas pizza Express,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Italiana</span>"
The Fries,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Mexicana, Restaurante, Comida rápida</span>"
Asados Y Parrilla La Cabana,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Parrilla</span>"
heladeria la mansarda,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Café</span>"
Mendell,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Vegetarianos, Restaurante</span>"
Don Gatto,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Comida rápida</span>"
Presto,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Bar Centro Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>"
Licorería Edival,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Granero La Campanita,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Restaurante San Remo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Supermercado Distrijara,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Lubiexpress,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>"
Papagayo Restaurante,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Brosty combos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
"PESCAMOR Pescados, mariscos y carnes",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Arepas De Queso LOS PITUFOS,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Al Mar y algo mas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Tu antojo del sabor venezolano,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Tribal Park Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
RAMÉ Resto & Coffee,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Coffee houses, Restaurante, Café</span>"
La Paella de Pedro Palmer,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Carpanta Food,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Comida Rápidas ricuras rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Discoteca Asados Fonda La Gotera,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Club, Restaurante, Comida rápida</span>"
Don de Queso,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Coffee houses, Restaurante, Café</span>"
Comidas Rápidas La Fogata,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Empanadas Doña Juana,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
La Paisita Empanadas Y Arepas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
A la Parrilla,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Restaurante, Parrilla</span>"
Restaurante El Buen Gusto,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Restaurante Rancho LLanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
"La Mega, Comidas & Bebidas.",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Donde Chulo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Taco mex,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Restaurante el Rancho del Gordo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
"Asados ""A 3 Cu4rtos""",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Bar La Bomba,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar</span>"
Restaurante El Campesino,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Bar Búfalo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>"
Restaurante La Dama Juana,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
La Cocina de Dulcinea,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar, Barbacoa</span>"
Restaurante Sazón Al Toque,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Restaurante Dary,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Cafetería Restaurante los Tráiler,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Derek panadería artesanal,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Dondechepaparillabar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Santa Leña - Jardines de Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Alitas Rellenas de San Antonio,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Restaurante</span>"
Pizzas J&G Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>"
Di llanos Pizzería Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>"
Donde Rubi Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
restaurante-parrilla Delight steak house,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Parrilla</span>"
"Panaderia Y Comidas Rapidas LA ""47""",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
BRASAS DE COLOMBIA,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Restaurante La Macarena,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
El blasón granja,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Fonda Los Tejados,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Restaurante El Bohío,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Comidas Rápidas Punto Como,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Heladería y frutería [Tommy Frozen Yogurt] Domicilios en Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Cafetería, Postres</span>"
"Hamburguesería y Restaurante ""El Paisa""",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Emisora Paz de Selva Verde,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
TUCO GOL,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Picante y Guacamole,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Q'Delicia,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Asados San Lorenzo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
San Paolo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Lala Sabores Alternativos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Bar Bartolomé,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>"
Bar Las Delicias,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar</span>"
Licorera El Barril,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar</span>"
Restaurante Paladares,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Mercado Continental,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Supermercado El Gran Arriero,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
DÓNDE PACHO SUCURSAL RIONEGRO,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
La galgueria,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Restaurante #3 el Familiar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Ginza roll & wok,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Sushi</span>"
Youssef Tastes,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Comida de Mar y Parrilla,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Parrilla</span>"
KIN SUSHI BAR,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Sushi, Restaurante, Pub y bar</span>"
The royal burger,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
picnic on the train,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Comidas Rápidas Maxi Pan Y Punto,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Restaurante Riko Priko,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante, Comida rápida</span>"
Restaurante Rio Negro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Shawarma El Chamo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Taberna Punto,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Taberna Bar Pa' Lo Alto,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>"
Compras El Mejor Precio,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
.,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, China</span>"
Restaurante - Bar Mis Caprichos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>"
Palmavilla Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Las Ricuras De La Abuela,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
La Taqueria,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Pizzería Mansarda,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Comida rápida</span>"
Wings Station,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
The Celler,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar</span>"
Licorería Liquor Blue,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Restaurante La Finca,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
LE'MIAN HandRoll's,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Sushi, Restaurante</span>"
Alan's Pizza,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>"
Los Totos,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
El mirador de jimmy,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
LA HAMBURGUESERÍA ARTESANAL,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Sushi Market,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Sushi</span>"
Di cappella restaurante italiano,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Italiana</span>"
D'burgers,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Il Forno Colombia,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Italiana</span>"
Mar y Fuego,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante</span>"
Mezza Pizza,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Comida rápida</span>"
Comida Rápida San Antonio Papitas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Comidas Rápidas Trigo Mar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Brosty Asados,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Comidas El Bizcocho,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Ópera Pizza,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante, Comida rápida</span>"
Restaurante San Miguel,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Como Caído del Cielo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Elidelicias,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Restaurante Ebano,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Cafeteria Yrestaurante Laureles,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Cafetería</span>"
Restaurante La Casita de Pola,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
LOS VERDES DE RIONEGRO,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
360 Rio Sabor Restaurante,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
LA TAQUERIA MEXICAN FOOD,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Mexicana, Restaurante</span>"
Santa Leña,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Restaurante la Ruta,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Cuatrimoteando Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
La Pizzerìa,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>"
Restaurante Bar Noa Noa,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>"
Restaurante el buen gusto,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Paninos Llanogrande - Antioquia.,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante</span>"
Mr. Bruno Hot dogs,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Las Mil y una noches Llanogrande,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar</span>"
Delicias Niña Fanny,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Filipino Food,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Pataconiando Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
La Gaufrette,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Postres, Restaurante</span>"
Pizza Express,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Restaurante</span>"
El Rancho De Juanda Uco.,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Comidas Rápidas Viernes,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Restaurante Cítrico Crossover Lounch,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Milán Bar Y Pizzería,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pizzería, Pub y bar, Restaurante, Comida rápida</span>"
El Paisa Asados,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa</span>"
Asadero Brost Y Pan,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Paliqueso Empanada Chilena,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Pepitos6,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Carbon & Parrilla Restaurante - Bar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Barbacoa, Restaurante, Parrilla</span>"
Piña Karaoke,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Restaurante, Pub y bar</span>"
Supermercado Las Margaritas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Santa Ana Sandwich & Burguer,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Mr. Bruno,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Kekomo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Sector7G Drinks & Food,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Restaurante, Pub y bar</span>"
Mar y Tierra,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante</span>"
PUNTO CALIENTE sazón y sabor,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Mis carnes parrilla,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Parrilla</span>"
Mar y Tierra,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante</span>"
STUNT FOOD,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
"Pasteles De Pollo, Empanadas Deliciosos.",Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
restaurante Emparepas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
The Rib House By Rio Vio,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Barbacoa, Pub y bar</span>"
Barlovento PIZZA BAR,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Pizzería, Restaurante</span>"
Soccer Center,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar</span>"
The RIB House,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Restaurante</span>"
Martinika,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Pub y bar</span>"
Bar Tequilazo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>"
Restaurante Rincón Típico,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Taberna La Mulada,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Restaurante Las Acacias,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Restaurante La Terminal,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Marisco, Restaurante</span>"
Restaurante El Diamante,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Granero Tres Esquinas El Pelón,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Maqui,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Brasas y brosty,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Restaurante El Único,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
La Maizalera,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Dulce parrilla,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Parrilla</span>"
Antojería Burger and Beer,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Pub y bar, Restaurante</span>"
Deli Alitas Express Rionegro,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Herrero restaurante,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
4&CO by Los Valles Deshidratados,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Sabrosuras del Mar,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
World Famous BBQ Smoken Ribs,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Barbacoa, Restaurante</span>"
Huellas paisas,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Templo de los Ricos Pasteles,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Restaurante Ahora Pollo,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante, Comida rápida</span>"
Restaurante Ricuras de La 47,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Charcutería La Esquina,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
Restaurante Maná,Rionegro,Antioquia,Colombia,"<span class=""grey""> / Restaurante</span>"
